order_id,customer_id,item_name,item_type,portion_size,item_price,item_qty,transaction_amt,transaction_type,time,date,customer_type,customer_location,distance_km,discount,order_cancelled,weekday
10283,C10482,Egg Noodles,Non-Veg,half,100,1,100,Digital,13:45:00,2024-09-08,Online,Jasola,1.2,no,yes,Sunday
10283,C10482,Cold Drink (500ml),Veg,,60,1,60,Cash,13:45:00,2024-09-08,Online,Jasola,1.2,no,no,Sunday
10283,C10482,Paneer Butter Masala,Veg,full,210,1,210,Digital,13:45:00,2024-09-08,Online,Jasola,1.2,no,no,Sunday
10284,C10366,Kadhai Paneer,Veg,half,120,1,120,Cash,13:00:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10284,C10366,Chicken Manchurian,Non-Veg,full,180,1,180,Digital,13:00:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10285,C10196,Shahi Paneer,Veg,full,220,1,220,Cash,12:00:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10285,C10196,Butter Chicken,Non-Veg,half,140,1,140,Digital,12:00:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10286,C10232,Rumali Roti,Veg,,35,1,35,Digital,21:45:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10286,C10232,Tandoori Roti,Veg,,30,1,30,Cash,21:45:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10286,C10232,Shahi Paneer,Veg,half,130,1,130,Digital,21:45:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10287,C10366,Butter Naan,Veg,,40,1,40,Digital,13:30:00,2024-09-08,Online,Madanpur Khadar Village,1.5,yes,no,Sunday
10288,C10761,Paneer Lababdar,Veg,full,230,1,230,Digital,12:15:00,2024-09-08,Online,Sukhdev Vihar,4.2,no,yes,Sunday
10289,C10417,Tandoori Roti,Veg,,30,3,90,Digital,19:15:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10290,C10639,Butter Chicken,Non-Veg,full,240,1,240,Digital,13:45:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10290,C10639,Paneer Butter Masala,Veg,full,210,1,210,Digital,13:45:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10291,C10098,Gulab Jamun,Veg,,60,1,60,Digital,13:30:00,2024-09-08,Online,Badarpur,3.0,yes,no,Sunday
10291,C10098,Chicken Thali,Non-Veg,,220,1,220,Digital,13:30:00,2024-09-08,Online,Badarpur,3.0,yes,no,Sunday
10292,C10084,Chilli Paneer,Veg,full,170,1,170,Digital,13:30:00,2024-09-08,Online,Okhla Phase 1,2.0,no,no,Sunday
10293,C10484,Mix Dosa,Veg,,130,1,130,Cash,19:30:00,2024-09-08,Online,Madanpur Khadar Village,1.5,no,no,Sunday
10293,C10484,Fried Rice,Veg,full,150,1,150,Digital,19:30:00,2024-09-08,Online,Madanpur Khadar Village,1.5,no,no,Sunday
10294,C10293,Shahi Paneer,Veg,half,130,1,130,Digital,13:30:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10294,C10293,Veg Biryani,Veg,full,180,1,180,Digital,13:30:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10294,C10293,Shahi Paneer,Veg,full,220,1,220,Digital,13:30:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10295,C10024,Fried Rice,Veg,half,90,1,90,Digital,13:00:00,2024-09-08,Online,Kalindi Kunj,2.5,no,yes,Sunday
10295,C10024,Chilli Chicken,Non-Veg,half,120,1,120,Cash,13:00:00,2024-09-08,Online,Kalindi Kunj,2.5,no,no,Sunday
10296,C10842,Rumali Roti,Veg,,35,1,35,Digital,12:00:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10296,C10842,Chicken Curry,Non-Veg,full,200,1,200,Digital,12:00:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10297,C10077,Paneer Butter Masala,Veg,full,210,1,210,Digital,13:00:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10297,C10077,Chicken Tikka,Non-Veg,half,130,1,130,Digital,13:00:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10297,C10077,Veg Biryani,Veg,full,180,1,180,Cash,13:00:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10298,C10775,Gulab Jamun,Veg,,60,1,60,Digital,12:00:00,2024-09-08,Online,JJ Colony (Madanpur Khadar),1.6,no,yes,Sunday
10298,C10775,Chilli Paneer,Veg,half,100,1,100,Digital,12:00:00,2024-09-08,Online,JJ Colony (Madanpur Khadar),1.6,no,no,Sunday
10299,C10248,Chicken Tikka,Non-Veg,half,130,1,130,Digital,21:15:00,2024-09-08,Online,JJ Colony (Madanpur Khadar),1.6,no,no,Sunday
10300,C10805,Pyaaz Dosa,Veg,,110,1,110,Digital,19:15:00,2024-09-08,Online,Jasola,1.2,no,no,Sunday
10300,C10805,Veg Biryani,Veg,full,180,1,180,Digital,19:15:00,2024-09-08,Online,Jasola,1.2,no,yes,Sunday
10301,C10918,Paneer Dosa,Veg,,150,1,150,Digital,21:30:00,2024-09-08,Online,Okhla Phase 1,2.0,no,no,Sunday
10301,C10918,Tawa Roti,Veg,,25,1,25,Digital,21:30:00,2024-09-08,Online,Okhla Phase 1,2.0,no,yes,Sunday
10302,C10110,Paneer Tikka,Veg,half,120,1,120,Digital,13:45:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10303,C10041,Paneer Butter Masala,Veg,half,120,1,120,Digital,20:15:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10303,C10041,Chole Bhature,Veg,full,160,1,160,Digital,20:15:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10303,C10041,Chicken Tikka Masala,Non-Veg,half,140,1,140,Digital,20:15:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10304,C10205,Paneer Do Pyaza,Veg,full,210,1,210,Digital,13:15:00,2024-09-08,Online,Ali Vihar,2.3,no,yes,Sunday
10305,C10591,Veg Biryani,Veg,half,110,1,110,Digital,13:15:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10306,C10860,Butter Chicken,Non-Veg,full,240,1,240,Cash,19:00:00,2024-09-08,Online,Okhla Phase 1,2.0,no,no,Sunday
10307,C10946,Gulab Jamun,Veg,,60,1,60,Cash,12:30:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10308,C10102,Chicken Noodles,Non-Veg,full,170,1,170,Cash,21:30:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10308,C10102,Butter Chicken,Non-Veg,full,240,1,240,Digital,21:30:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10309,C10916,Paneer Tikka,Veg,full,190,1,190,Cash,13:00:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10310,C10230,Paneer Lababdar,Veg,half,140,1,140,Digital,13:00:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10311,C10322,Sweet Lassi,Veg,,70,1,70,Digital,12:15:00,2024-09-08,Online,Jamia Nagar,4.5,no,yes,Sunday
10312,C10644,Paneer Do Pyaza,Veg,full,210,1,210,Cash,13:45:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10312,C10644,Gulab Jamun,Veg,,60,1,60,Digital,13:45:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10313,C10208,Idli (2 pcs),Veg,,80,1,80,Digital,20:30:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10313,C10208,Chicken Tikka,Non-Veg,half,130,1,130,Digital,20:30:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10314,C10939,Tandoori Chicken,Non-Veg,full,280,1,280,Cash,20:15:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10314,C10939,Chilli Paneer,Veg,full,170,1,170,Cash,20:15:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10315,C10472,Chicken Noodles,Non-Veg,full,170,1,170,Cash,21:45:00,2024-09-08,Online,Kalkaji,5.0,no,no,Sunday
10315,C10472,Paneer Lababdar,Veg,full,230,1,230,Digital,21:45:00,2024-09-08,Online,Kalkaji,5.0,no,no,Sunday
10315,C10472,Sweet Lassi,Veg,,70,1,70,Cash,21:45:00,2024-09-08,Online,Kalkaji,5.0,no,no,Sunday
10316,C10994,Butter Chicken,Non-Veg,half,140,1,140,Cash,19:00:00,2024-09-08,Online,New Friends Colony,4.0,no,no,Sunday
10316,C10994,Kadhai Chicken,Non-Veg,full,230,1,230,Digital,19:00:00,2024-09-08,Online,New Friends Colony,4.0,no,no,Sunday
10317,C10051,Paneer Lababdar,Veg,full,230,1,230,Digital,12:15:00,2024-09-08,Online,Shaheen Bagh,3.2,no,no,Sunday
10318,C10747,Chicken Tikka Masala,Non-Veg,full,240,1,240,Cash,20:15:00,2024-09-08,Online,Okhla Phase 1,2.0,yes,no,Sunday
10318,C10747,Masala Dosa,Veg,,120,1,120,Digital,20:15:00,2024-09-08,Online,Okhla Phase 1,2.0,yes,no,Sunday
10318,C10747,Chicken Tikka Masala,Non-Veg,full,240,1,240,Digital,20:15:00,2024-09-08,Online,Okhla Phase 1,2.0,yes,no,Sunday
10319,C10305,Paneer Tikka Masala,Veg,full,220,1,220,Digital,13:00:00,2024-09-08,Online,Ali Vihar,2.3,no,yes,Sunday
10320,C10626,Butter Naan,Veg,,40,1,40,Digital,12:45:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10321,C10040,Chicken Tikka Masala,Non-Veg,full,240,1,240,Cash,19:15:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10322,C10269,Tawa Roti,Veg,,25,1,25,Cash,12:30:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10322,C10269,Dal Makhani,Veg,half,100,1,100,Digital,12:30:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10323,C10008,Rajma Chawal,Veg,full,170,1,170,Digital,19:30:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10324,C10610,Water Bottle,Veg,,20,1,20,Digital,20:30:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10324,C10610,Shahi Paneer,Veg,full,220,1,220,Digital,20:30:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10325,C10093,Chilli Chicken,Non-Veg,full,190,1,190,Digital,13:30:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10326,C10115,Paneer Butter Masala,Veg,full,210,1,210,Cash,12:45:00,2024-09-08,Online,Sarita Vihar,1.0,no,yes,Sunday
10327,C10516,Fried Rice,Veg,full,150,1,150,Digital,19:45:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10328,C10150,Egg Noodles,Non-Veg,full,160,1,160,Digital,13:45:00,2024-09-08,Online,Okhla Phase 1,2.0,yes,no,Sunday
10329,C10013,Egg Noodles,Non-Veg,half,100,1,100,Digital,13:00:00,2024-09-08,Online,New Friends Colony,4.0,no,yes,Sunday
10330,C10084,Chicken Curry,Non-Veg,half,120,1,120,Digital,13:45:00,2024-09-08,Online,Sarita Vihar,1.0,yes,no,Sunday
10332,C10089,Paneer Dosa,Veg,,150,1,150,Digital,19:00:00,2024-09-08,Online,Jasola,1.2,no,no,Sunday
10333,C10186,Gulab Jamun,Veg,,60,1,60,Cash,19:30:00,2024-09-08,Online,Ali Vihar,2.3,no,no,Sunday
10334,C10795,Dal Makhani,Veg,full,190,1,190,Digital,21:30:00,2024-09-08,Online,Madanpur Khadar Village,1.5,no,yes,Sunday
10335,C10649,Water Bottle,Veg,,20,1,20,Digital,13:45:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10336,C10698,Kheer,Veg,,70,1,70,Digital,13:15:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10337,C10709,Tawa Roti,Veg,,25,1,25,Digital,21:15:00,2024-09-08,Online,Jasola Vihar,1.3,no,no,Sunday
10338,C10867,Chicken Curry,Non-Veg,half,120,1,120,Digital,13:15:00,2024-09-08,Online,Sarita Vihar,1.0,no,no,Sunday
10338,C10867,Tandoori Roti,Veg,,30,1,30,Digital,13:15:00,2024-09-08,Online,Sarita Vihar,1.0,no,no,Sunday
10339,C10323,Tandoori Roti,Veg,,30,1,30,Digital,13:30:00,2024-09-08,Online,Ali Vihar,2.3,yes,yes,Sunday
10340,C10211,Butter Chicken,Non-Veg,full,240,1,240,Digital,19:00:00,2024-09-08,Online,Kalindi Kunj,2.5,no,yes,Sunday
10341,C10687,Kheer,Veg,,70,1,70,Cash,13:30:00,2024-09-08,Online,Ali Vihar,2.3,no,no,Sunday
10342,C10041,Cold Drink (500ml),Veg,,60,1,60,Digital,13:00:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10342,C10041,Shahi Paneer,Veg,full,220,1,220,Cash,13:00:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10343,C10569,Paneer Dosa,Veg,,150,1,150,Digital,19:15:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10343,C10569,Egg Noodles,Non-Veg,half,100,1,100,Digital,19:15:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10344,C10189,Water Bottle,Veg,,20,1,20,Digital,20:00:00,2024-09-08,Online,Madanpur Khadar Village,1.5,no,no,Sunday
10344,C10189,Pyaaz Dosa,Veg,,110,1,110,Cash,20:00:00,2024-09-08,Online,Madanpur Khadar Village,1.5,no,yes,Sunday
10344,C10189,Veg Thali,Veg,,180,1,180,Digital,20:00:00,2024-09-08,Online,Madanpur Khadar Village,1.5,no,no,Sunday
10345,C10958,Egg Noodles,Non-Veg,half,100,1,100,Cash,21:30:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10346,C10550,Chilli Chicken,Non-Veg,half,120,1,120,Cash,21:15:00,2024-09-08,Online,Sarita Vihar,1.0,no,no,Sunday
10347,C10904,Chicken Tikka Masala,Non-Veg,full,240,1,240,Cash,20:30:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10347,C10904,Paneer Tikka Masala,Veg,full,220,1,220,Digital,20:30:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10347,C10904,Tawa Roti,Veg,,25,1,25,Cash,20:30:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10348,C10393,Rumali Roti,Veg,,35,1,35,Digital,13:15:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10349,C10338,Shahi Paneer,Veg,full,220,1,220,Digital,13:15:00,2024-09-08,Online,Govindpuri,5.0,no,no,Sunday
10350,C10471,Plain Dosa,Veg,,100,1,100,Digital,12:45:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10351,C10233,Plain Dosa,Veg,,100,1,100,Digital,19:00:00,2024-09-08,Online,Jasola Vihar,1.3,no,no,Sunday
10353,C10366,Chicken Tikka,Non-Veg,full,210,1,210,Digital,12:45:00,2024-09-08,Online,Sarita Vihar,1.0,no,yes,Sunday
10354,C10043,Veg Biryani,Veg,full,180,1,180,Cash,12:45:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10355,C10733,Idli (2 pcs),Veg,,80,1,80,Digital,13:00:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10355,C10733,Cold Drink (500ml),Veg,,60,1,60,Digital,13:00:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10355,C10733,Rumali Roti,Veg,,35,1,35,Digital,13:00:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10356,C10383,Mix Dosa,Veg,,130,1,130,Digital,20:30:00,2024-09-08,Online,JJ Colony (Madanpur Khadar),1.6,no,yes,Sunday
10356,C10383,Dal Makhani,Veg,full,190,1,190,Cash,20:30:00,2024-09-08,Online,JJ Colony (Madanpur Khadar),1.6,no,yes,Sunday
10356,C10383,Chicken Curry,Non-Veg,full,200,1,200,Digital,20:30:00,2024-09-08,Online,JJ Colony (Madanpur Khadar),1.6,no,yes,Sunday
10357,C10794,Tawa Roti,Veg,,25,1,25,Digital,19:45:00,2024-09-08,Online,Jasola,1.2,yes,yes,Sunday
10358,C10079,Butter Naan,Veg,,40,3,120,Cash,19:15:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10359,C10836,Gulab Jamun,Veg,,60,1,60,Cash,20:15:00,2024-09-08,Online,Masoodpur,3.8,no,no,Sunday
10359,C10836,Water Bottle,Veg,,20,1,20,Cash,20:15:00,2024-09-08,Online,Masoodpur,3.8,no,no,Sunday
10359,C10836,Chilli Paneer,Veg,full,170,1,170,Digital,20:15:00,2024-09-08,Online,Masoodpur,3.8,no,no,Sunday
10360,C10728,Kadhai Paneer,Veg,full,200,1,200,Cash,13:45:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10361,C10174,Veg Biryani,Veg,half,110,1,110,Digital,20:30:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10362,C10453,Chicken Noodles,Non-Veg,full,170,1,170,Digital,20:15:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10363,C10927,Gulab Jamun,Veg,,60,1,60,Digital,13:30:00,2024-09-08,Online,Kalindi Kunj,2.5,no,yes,Sunday
10364,C10945,Veg Biryani,Veg,half,110,1,110,Digital,12:15:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10365,C10449,Rawa Dosa,Veg,,140,1,140,Cash,20:45:00,2024-09-08,Online,Okhla Phase 1,2.0,no,yes,Sunday
10366,C10503,Dal Makhani,Veg,full,190,1,190,Digital,13:00:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10367,C10340,Butter Naan,Veg,,40,1,40,Cash,13:15:00,2024-09-08,Online,Jasola Vihar,1.3,no,yes,Sunday
10367,C10340,Plain Dosa,Veg,,100,1,100,Digital,13:15:00,2024-09-08,Online,Jasola Vihar,1.3,no,no,Sunday
10367,C10340,Paneer Dosa,Veg,,150,1,150,Cash,13:15:00,2024-09-08,Online,Jasola Vihar,1.3,no,no,Sunday
10368,C10307,Paneer Do Pyaza,Veg,full,210,1,210,Digital,12:45:00,2024-09-08,Online,Jasola Vihar,1.3,no,no,Sunday
10369,C10256,Chicken Tikka Masala,Non-Veg,half,140,1,140,Digital,21:45:00,2024-09-08,Online,Madanpur Khadar Village,1.5,yes,no,Sunday
10370,C10890,Chicken Noodles,Non-Veg,full,170,1,170,Cash,12:45:00,2024-09-08,Online,Madanpur Khadar Village,1.5,yes,yes,Sunday
10371,C10815,Tandoori Chicken,Non-Veg,full,280,1,280,Digital,13:15:00,2024-09-08,Online,Shaheen Bagh,3.2,no,yes,Sunday
10373,C10429,Stuffed Paratha,Veg,,60,1,60,Cash,13:15:00,2024-09-08,Online,Tughlakabad,5.5,no,yes,Sunday
10374,C10134,Sweet Lassi,Veg,,70,1,70,Cash,21:45:00,2024-09-08,Online,Jamia Nagar,4.5,no,yes,Sunday
10374,C10134,Rawa Dosa,Veg,,140,1,140,Digital,21:45:00,2024-09-08,Online,Jamia Nagar,4.5,no,yes,Sunday
10374,C10134,Kadhai Paneer,Veg,full,200,1,200,Digital,21:45:00,2024-09-08,Online,Jamia Nagar,4.5,no,no,Sunday
10375,C10511,Paneer Butter Masala,Veg,full,210,1,210,Digital,21:45:00,2024-09-08,Online,Okhla Industrial Area,2.2,no,no,Sunday
10375,C10511,Shahi Paneer,Veg,full,220,1,220,Digital,21:45:00,2024-09-08,Online,Okhla Industrial Area,2.2,no,no,Sunday
10376,C10124,Chicken Thali,Non-Veg,,220,1,220,Cash,13:15:00,2024-09-08,Online,Okhla Phase 1,2.0,no,yes,Sunday
10377,C10328,Kadhai Chicken,Non-Veg,half,140,1,140,Digital,20:45:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10377,C10328,Butter Chicken,Non-Veg,half,140,1,140,Cash,20:45:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10378,C10710,Veg Thali,Veg,,180,1,180,Cash,13:30:00,2024-09-08,Online,Shaheen Bagh,3.2,no,yes,Sunday
10378,C10710,Chicken Tikka Masala,Non-Veg,half,140,1,140,Cash,13:30:00,2024-09-08,Online,Shaheen Bagh,3.2,no,yes,Sunday
10378,C10710,Rajma Chawal,Veg,full,170,1,170,Digital,13:30:00,2024-09-08,Online,Shaheen Bagh,3.2,no,no,Sunday
10379,C10233,Rajma Chawal,Veg,full,170,1,170,Digital,13:00:00,2024-09-08,Online,Madanpur Khadar Village,1.5,no,no,Sunday
10379,C10233,Paneer Tikka Masala,Veg,full,220,1,220,Cash,13:00:00,2024-09-08,Online,Madanpur Khadar Village,1.5,no,no,Sunday
10380,C10395,Chilli Paneer,Veg,half,100,1,100,Cash,20:30:00,2024-09-08,Online,Sukhdev Vihar,4.2,no,no,Sunday
10380,C10395,Egg Noodles,Non-Veg,half,100,1,100,Cash,20:30:00,2024-09-08,Online,Sukhdev Vihar,4.2,no,no,Sunday
10380,C10395,Chilli Chicken,Non-Veg,half,120,1,120,Digital,20:30:00,2024-09-08,Online,Sukhdev Vihar,4.2,no,no,Sunday
10381,C10899,Shahi Paneer,Veg,full,220,1,220,Cash,12:15:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10382,C10815,Butter Naan,Veg,,40,1,40,Digital,21:15:00,2024-09-08,Online,New Friends Colony,4.0,no,no,Sunday
10382,C10815,Kheer,Veg,,70,1,70,Cash,21:15:00,2024-09-08,Online,New Friends Colony,4.0,no,no,Sunday
10383,C10068,Chicken Thali,Non-Veg,,220,1,220,Digital,21:45:00,2024-09-08,Online,Badarpur,3.0,yes,no,Sunday
10383,C10068,Kadhai Paneer,Veg,half,120,1,120,Digital,21:45:00,2024-09-08,Online,Badarpur,3.0,yes,no,Sunday
10383,C10068,Chicken Noodles,Non-Veg,full,170,1,170,Cash,21:45:00,2024-09-08,Online,Badarpur,3.0,yes,no,Sunday
10384,C10780,Kadhai Chicken,Non-Veg,half,140,1,140,Digital,13:45:00,2024-09-08,Online,Okhla Phase 1,2.0,yes,no,Sunday
10384,C10780,Kheer,Veg,,70,1,70,Digital,13:45:00,2024-09-08,Online,Okhla Phase 1,2.0,yes,no,Sunday
10385,C10790,Paneer Dosa,Veg,,150,1,150,Digital,19:30:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10386,C10859,Chicken Tikka,Non-Veg,half,130,1,130,Digital,19:00:00,2024-09-08,Online,Govindpuri,5.0,no,yes,Sunday
10387,C10771,Butter Naan,Veg,,40,1,40,Digital,13:30:00,2024-09-08,Online,Shaheen Bagh,3.2,no,yes,Sunday
10388,C10321,Tandoori Chicken,Non-Veg,half,180,1,180,Digital,20:45:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10388,C10321,Tandoori Chicken,Non-Veg,full,280,1,280,Digital,20:45:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10389,C10652,Paneer Lababdar,Veg,full,230,1,230,Digital,19:15:00,2024-09-08,Online,Ali Vihar,2.3,no,no,Sunday
10389,C10652,Chicken Noodles,Non-Veg,half,110,1,110,Digital,19:15:00,2024-09-08,Online,Ali Vihar,2.3,no,no,Sunday
10390,C10731,Cold Drink (500ml),Veg,,60,1,60,Digital,20:30:00,2024-09-08,Online,Okhla Phase 1,2.0,no,no,Sunday
10391,C10061,Chicken Thali,Non-Veg,,220,1,220,Digital,12:00:00,2024-09-08,Online,Sarita Vihar,1.0,yes,no,Sunday
10391,C10061,Rawa Dosa,Veg,,140,1,140,Cash,12:00:00,2024-09-08,Online,Sarita Vihar,1.0,yes,no,Sunday
10392,C10704,Butter Chicken,Non-Veg,half,140,1,140,Digital,13:00:00,2024-09-08,Online,Shaheen Bagh,3.2,no,no,Sunday
10393,C10569,Chicken Tikka,Non-Veg,half,130,1,130,Digital,13:15:00,2024-09-08,Offline,Restaurant,0.0,yes,no,Sunday
10394,C10985,Kadhai Chicken,Non-Veg,full,230,1,230,Cash,12:00:00,2024-09-08,Online,Sangam Vihar,6.0,no,yes,Sunday
10394,C10985,Rawa Dosa,Veg,,140,1,140,Digital,12:00:00,2024-09-08,Online,Sangam Vihar,6.0,no,yes,Sunday
10395,C10213,Butter Chicken,Non-Veg,half,140,1,140,Cash,12:30:00,2024-09-08,Online,Okhla Phase 1,2.0,no,no,Sunday
10395,C10213,Paneer Tikka,Veg,half,120,1,120,Digital,12:30:00,2024-09-08,Online,Okhla Phase 1,2.0,no,no,Sunday
10395,C10213,Paneer Do Pyaza,Veg,half,130,1,130,Digital,12:30:00,2024-09-08,Online,Okhla Phase 1,2.0,no,no,Sunday
10396,C10091,Chicken Manchurian,Non-Veg,half,110,1,110,Digital,13:15:00,2024-09-08,Online,Ali Vihar,2.3,yes,no,Sunday
10397,C10081,Butter Naan,Veg,,40,1,40,Cash,19:15:00,2024-09-08,Online,JJ Colony (Madanpur Khadar),1.6,no,no,Sunday
10398,C10183,Chilli Chicken,Non-Veg,half,120,1,120,Cash,13:45:00,2024-09-08,Online,Sarita Vihar,1.0,no,no,Sunday
10398,C10183,Chilli Chicken,Non-Veg,full,190,1,190,Digital,13:45:00,2024-09-08,Online,Sarita Vihar,1.0,no,yes,Sunday
10398,C10183,Fried Rice,Veg,half,90,1,90,Digital,13:45:00,2024-09-08,Online,Sarita Vihar,1.0,no,no,Sunday
10399,C10649,Dal Makhani,Veg,half,100,1,100,Digital,19:30:00,2024-09-08,Online,Shaheen Bagh,3.2,yes,no,Sunday
10399,C10649,Cold Drink (500ml),Veg,,60,1,60,Digital,19:30:00,2024-09-08,Online,Shaheen Bagh,3.2,yes,no,Sunday
10400,C10566,Kadhai Chicken,Non-Veg,half,140,1,140,Digital,21:00:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10400,C10566,Butter Chicken,Non-Veg,full,240,1,240,Cash,21:00:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10400,C10566,Rumali Roti,Veg,,35,2,70,Digital,21:00:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10401,C10274,Butter Naan,Veg,,40,1,40,Digital,12:00:00,2024-09-08,Online,Jasola East,1.4,no,no,Sunday
10402,C10251,Paneer Butter Masala,Veg,half,120,1,120,Digital,12:45:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10402,C10251,Chicken Tikka Masala,Non-Veg,half,140,1,140,Digital,12:45:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10403,C10092,Butter Chicken,Non-Veg,full,240,1,240,Digital,21:15:00,2024-09-08,Online,Ali Vihar,2.3,no,yes,Sunday
10404,C10296,Tandoori Chicken,Non-Veg,full,280,1,280,Digital,20:30:00,2024-09-08,Online,Khizrabad,2.8,yes,no,Sunday
10405,C10882,Chicken Thali,Non-Veg,,220,1,220,Cash,12:15:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10405,C10882,Rajma Chawal,Veg,full,170,1,170,Digital,12:15:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10406,C10434,Chicken Thali,Non-Veg,,220,1,220,Digital,20:15:00,2024-09-08,Online,Jasola,1.2,no,no,Sunday
10406,C10434,Chicken Manchurian,Non-Veg,half,110,1,110,Digital,20:15:00,2024-09-08,Online,Jasola,1.2,no,no,Sunday
10406,C10434,Chicken Tikka Masala,Non-Veg,half,140,1,140,Digital,20:15:00,2024-09-08,Online,Jasola,1.2,no,yes,Sunday
10407,C10395,Chicken Biryani,Non-Veg,full,220,1,220,Digital,13:15:00,2024-09-08,Offline,Restaurant,0.0,no,no,Sunday
10408,C10787,Idli (2 pcs),Veg,,80,1,80,Cash,13:30:00,2024-09-08,Online,Sukhdev Vihar,4.2,no,yes,Sunday
